OWNER|INDEX_NAME|TABLE_NAME|UNIQUENESS|COLUMNS
FUSION|FND_OBJECT_IS_TL_BK_U2|FND_OBJECT_INSTANCE_SETS_TL_BK|Unique|DISPLAY_NAME, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID, CUST_SET_ID
FUSION|FND_OBJECTS_N1|FND_OBJECTS|Non Unique|MODULE_ID, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECTS_N2|FND_OBJECTS|Non Unique|LAST_UPDATE_DATE, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECTS_U1|FND_OBJECTS|Unique|OBJECT_ID, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET1
FUSION|FND_OBJECTS_U11|FND_OBJECTS|Unique|OBJECT_ID, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET2
FUSION|FND_OBJECTS_U2|FND_OBJECTS|Unique|OBJ_NAME, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET1
FUSION|FND_OBJECTS_U21|FND_OBJECTS|Unique|OBJ_NAME, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET2
FUSION|FND_OBJECTS_N1_|FND_OBJECTS_|Non Unique|OBJECT_ID, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECTS_U1_|FND_OBJECTS_|Non Unique|LAST_UPDATE_DATE, OBJECT_ID, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECTS_U2_|FND_OBJECTS_|Non Unique|LAST_UPDATE_DATE, OBJ_NAME, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECTS_BK_N1|FND_OBJECTS_BK|Non Unique|MODULE_ID, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECTS_BK_N2|FND_OBJECTS_BK|Non Unique|LAST_UPDATE_DATE, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECTS_BK_U1|FND_OBJECTS_BK|Unique|OBJECT_ID, ENTERPRISE_ID, SANDBOX_ID, CUST_SET_ID
FUSION|FND_OBJECTS_BK_U2|FND_OBJECTS_BK|Unique|OBJ_NAME, ENTERPRISE_ID, SANDBOX_ID, CUST_SET_ID
FUSION|FND_OBJECTS_TL_N1_|FND_OBJECTS_TL_|Non Unique|OBJECT_ID, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID
